seller_id,orders,gmv_booked,aov_booked,delivered_orders,late_rate,avg_days_vs_estimate,avg_days_late_when_late,avg_review_score
4324dd16853115efb0fd9d0d131ba6f4,12,1553.68,129.47,12,0.0833,-12.18,5.77,4.08
432c37c9dfba871172ec162e20118b8c,46,3938.54,85.62,44,0.0909,-10.93,6.45,4.11
432c67955c0acd1fd6b0b5d678766a71,3,1288.41,429.47,1,0.0000,-47.54,,2.33
43402bdf22aa2310e8f99e2f94f78628,4,837.10,209.28,4,0.0000,-34.02,,2.50
4342d4b2ba6b161468c63a7e7cfce593,20,3163.31,158.17,2,0.5000,-5.59,6.82,1.26
436bf27f2f18474fc6047702e9f8a866,1,44.42,44.42,1,0.0000,-9.29,,5.00
4371b634e0efc0e22b09b52907d9d469,102,10203.33,100.03,101,0.0792,-9.72,6.91,4.45
43753b27d77860f1654aa72e251a7878,1,66.28,66.28,1,0.0000,-0.16,,5.00
4391ea5c5990502176a1dcda44a2373d,3,2484.30,828.10,3,0.0000,-16.29,,4.67
439a47cc365d6e3bd526812ea9de3c29,8,1410.93,176.37,8,0.1250,-10.69,0.05,4.25
43a1d4bab73b816e44ef4e4facd9f9b5,1,205.40,205.40,1,0.0000,-20.50,,4.00
43a5d4a57af536fddc96d08be3afdfcb,1,179.13,179.13,1,0.0000,-17.34,,1.00
43b2c864251aa0ce4030c746984e088a,2,129.32,64.66,2,0.0000,-8.29,,3.00
43f8c9950d11ecd03a0304a49e010da6,41,4807.22,117.25,41,0.0732,-11.51,5.48,4.56
44073f8b7e41514de3b7815dd0237f4f,144,21944.50,152.39,142,0.0352,-15.29,7.41,3.76
440dd6ab244315c632130ecfb63827b1,94,15839.10,168.50,91,0.1319,-10.58,12.40,3.85
443d880f15cbd3572885e1d44bf2c478,1,125.00,125.00,1,0.0000,-13.20,,2.00
4450bd8327d471c4a11a83d1445b1b62,1,214.56,214.56,1,0.0000,-20.42,,5.00
446cc09cdbb130904da114e807dbec40,3,306.97,102.32,3,0.0000,-24.03,,4.67
44717f64ec2a457979cf83c429077666,2,170.91,85.46,2,0.0000,-23.21,,5.00
447d377bdb757058acb569025ee18a93,1,83.01,83.01,1,0.0000,-13.21,,5.00
44ed138eca6214d572ce1d813fb0049b,2,185.80,92.90,2,0.0000,-8.27,,4.50
44f091b5abab8018f682fce8124b85e5,6,1787.71,297.95,3,0.6667,0.43,3.28,2.50
45213867cefbf2cd4c6177e10216a951,14,5389.16,384.94,14,0.1429,-12.64,3.29,3.86
4559697a8f7e637227c2eeaed843baff,42,4474.27,106.53,39,0.0769,-11.75,3.51,4.05
455befea1bb853c75ccbca94cff26e5c,1,42.05,42.05,1,0.0000,-37.20,,3.00
455c5640e8c5bd1b2ee85c0158f85727,8,7186.89,898.36,8,0.0000,-22.13,,4.50
455f46ef09a9e45667e2981df84b5cc2,2,90.98,45.49,1,0.0000,-1.09,,2.50
457fe919b032a3f7dadba6fb92cf7855,9,1246.11,138.46,9,0.1111,-7.47,0.65,4.78
458c6fa920810ce2492da71bc26d9eec,2,862.37,431.19,2,0.0000,-9.53,,2.50
458d868c9642f55f18f04e951a3fdde6,2,2822.75,1411.38,2,0.0000,-18.29,,5.00
45a3d05fb00435e52a28859dd03703b3,1,1323.79,1323.79,1,0.0000,-4.52,,5.00
45ba18c210d42734ec52c0c1c574e9ee,38,6678.44,175.75,35,0.0571,-11.03,2.32,3.87
45c20d94d9171b0bcfab3c955e47d67b,4,210.57,52.64,4,0.0000,-9.73,,4.50
45d33f715e24d15a6ccf5c17b3a23e3c,59,7656.61,129.77,56,0.0714,-11.01,9.37,4.02
461ff5303b6c9c1a4a07f40c5aece516,3,207.48,69.16,3,0.0000,-15.09,,3.67
466222e777149751370e7e98fb623b0c,1,105.45,105.45,1,0.0000,-8.20,,5.00
4677a5437afda5fa7140b927b07be1cc,11,3835.70,348.70,11,0.0909,-13.35,1.61,4.36
46dc3b2cc0980fb8ec44634e21d2718e,521,140230.92,269.16,504,0.0655,-11.47,9.19,4.19
46ef1a25845fc051c2998d878354810c,5,348.45,69.69,5,0.2000,-3.95,0.89,4.40
4736e9d642ef4257cd7622516931eb51,16,1449.77,90.61,16,0.0000,-13.71,,4.13
47648caee88ccfe951fbb27fbf7b4cbe,3,1632.99,544.33,3,0.3333,-5.23,1.79,3.67
478bfe564db21eeb44386606aa30b650,3,230.80,76.93,3,0.0000,-12.81,,4.67
47efca563408aae19bb7206c2d969ea9,12,3184.50,265.38,11,0.0000,-14.32,,4.08
47f55702f598c7c6cc8458b0fbc1c49a,2,163.40,81.70,1,0.0000,-10.29,,5.00
48162d548f5b1b11b9d29d1e01f75a61,68,23168.49,340.71,66,0.0303,-12.63,7.79,3.90
4830e40640734fc1c52cd21127c341d4,210,13606.98,64.80,204,0.0686,-10.40,5.29,4.15
48328ec9a579151d9cc6a86d4a59336c,1,1196.78,1196.78,1,0.0000,-6.17,,2.00
483ca627d131e18f988349b1655c0acd,1,283.73,283.73,1,0.0000,-4.96,,5.00
48436dade18ac8b2bce089ec2a041202,138,15361.84,111.32,134,0.0746,-8.98,18.96,4.01
485452467ff670447e84a8370c3fc898,3,315.44,105.15,3,0.0000,-14.38,,4.67
4867209cb29b56b92893d7bde3ce8012,1,169.15,169.15,1,0.0000,-16.10,,4.00
4869f7a5dfa277a7dca6462dcf3b52b2,1132,253369.18,223.82,1124,0.1157,-10.39,9.06,4.13
48985c61529077fa4f1e38bcff0f2ed3,7,1027.37,146.77,7,0.0000,-20.82,,4.43
48b6c3f4c6a93171da04b75313f2130f,2,328.06,164.03,2,0.0000,-8.23,,5.00
48bad451945f5227341793478d6353ea,3,384.49,128.16,3,0.3333,-13.94,5.62,4.00
48e5ee06fb2dc74df1c711a9b6dfac2a,1,102.30,102.30,1,0.0000,-19.18,,5.00
48e954b2da4f6a750c844173b347ed40,2,556.81,278.41,2,0.0000,-27.64,,4.50
48efc9d94a9834137efd9ea76b065a38,33,666.00,20.18,33,0.0000,-23.80,,5.00
48fb026ed7455a42f5d3e9390ed5088e,11,816.18,74.20,9,0.0000,-14.35,,2.64
49067458c68f7701fd334ce326accbe0,17,1699.85,99.99,17,0.0588,-13.92,0.63,3.35
4917cee8d902e13428c3ec4b1ca6f315,33,6621.54,200.65,31,0.0323,-9.28,13.69,4.16
491a5ada3aa1678414e990262c4bbdc1,2,2873.81,1436.91,1,0.0000,-11.70,,3.00
49383af7ab774e4e8f3000f49c83dc4b,8,957.99,119.75,8,0.0000,-13.06,,4.38
4965a7002cca77301c82d3f91b82e1a9,1,16.36,16.36,1,0.0000,-12.33,,5.00
497709c2976a8fa308730a2dec5b0726,1,94.04,94.04,1,0.0000,-1.24,,5.00
4978a02ea9c8be7a9b5480680f40334e,18,2743.34,152.41,18,0.0000,-9.20,,3.56
499185655c29ecfdbfe776ef7cf875b5,1,106.33,106.33,1,0.0000,-33.31,,4.00
4992e76a42cb3aad7a7047e0d3d7e729,57,3635.03,63.77,56,0.0714,-9.90,3.45,3.91
499ec63c58e51296c9cf57edcfe1c8a8,5,412.93,82.59,5,0.0000,-11.84,,4.80
49cdc90518a4f82676b38b3c1aa43ff6,5,1622.11,324.42,5,0.0000,-10.34,,3.80
49e7217cfe4e427191c378ec626d8737,13,3378.31,259.87,12,0.0000,-10.76,,3.85
49f8d2ea7b718d0ce587d34207caf2b4,1,165.26,165.26,1,0.0000,-0.30,,5.00
4a1917ef994878940e1fb03eeb787ad7,2,846.62,423.31,2,0.0000,-8.63,,3.00
4a1f694197d05fe70026b016a7316b41,14,1343.11,95.94,14,0.0714,-13.14,1.85,4.57
4a23adac87cf538689fa600d976f78b2,3,440.41,146.80,3,0.0000,-8.24,,4.33
4a3ca9315b744ce9f8e9374361493884,1806,248615.80,137.66,1772,0.1100,-8.83,10.62,3.83
4a3ccda38b2129705f3fb522db62ca31,66,20029.73,303.48,64,0.0938,-10.63,11.34,3.87
4a5b36211b1f51bf7eaa5c10a57fa483,1,155.26,155.26,1,0.0000,-7.08,,5.00
4a82168aaef173cbb6e46ae88728f919,4,612.39,153.10,4,0.0000,-13.12,,4.00
4a82c4af97ffc0fb2dc26bfdc03b1842,3,210.90,70.30,3,0.0000,-14.27,,5.00
4aba391bc3b88717ce08eb11e44937b2,29,8638.65,297.88,27,0.1481,-12.41,15.75,3.90
4aba6a02a788d3ec81c03137144d9a80,1,105.28,105.28,1,0.0000,-10.19,,5.00
4b0fdb526525f9890eb145bf1534640e,18,3078.52,171.03,18,0.0000,-9.26,,4.06
4b1eaadf791bdbbad8c4a35b65236d52,8,1962.82,245.35,5,0.2000,-15.23,5.42,2.00
4b39558c138930b9e5489c93b6df5fe3,4,1229.10,307.28,4,0.0000,-13.11,,4.50
4b5f66b7adcf57f1ecc0d3c07dd6b177,23,7391.93,321.39,23,0.0435,-14.07,20.80,4.09
4b90495391ac0bd181a80a459df1e718,1,266.11,266.11,1,0.0000,-38.19,,4.00
4b9750c8ad28220fe6702d4ecb7c898f,218,19540.54,89.64,217,0.0783,-8.66,11.93,4.36
4b98b0428fc1932cc2514ef9ce2505e6,2,363.43,181.72,2,0.5000,-3.83,11.77,2.00
4ba52dfeba874da5b9ee7b17c7494f04,11,1667.91,151.63,11,0.0909,-10.95,6.98,4.36
4bc3d93e4a5f88a598d3d8ce4ae510b3,1,188.28,188.28,0,,,,1.00
4bcec44888b30ba9001234c534716d3f,5,209.23,41.85,5,0.0000,-8.70,,4.60
4bde6149c15cf7e177b36fa060dd6de8,2,192.46,96.23,2,0.0000,-46.90,,5.00
4be2e7f96b4fd749d52dff41f80e39dd,1,299.84,299.84,0,,,,1.00
4be6b962d83299498bae2190f95d6566,11,818.57,74.42,11,0.0909,-11.47,1.66,4.10
4be9ae93c4fc0f41713d71a4194ee1b3,1,136.97,136.97,1,0.0000,-6.18,,5.00
4bf2f4ee540798a61f9636d12cd9cc80,29,5501.01,189.69,29,0.0345,-11.75,0.98,4.14
4bf658053d453036c70976bccb2c31b2,2,1824.56,912.28,2,0.0000,-7.81,,4.50
4bfc7a4a1cf8d4d2121c27422d9e50b5,26,10854.46,417.48,26,0.0385,-9.20,8.03,4.54
4c03b9dd4c11ee2cb35c96c49efc9420,48,7374.76,153.64,48,0.0208,-13.48,9.59,4.11
4c18691b6037662be2df78a765d98ab5,63,4525.89,71.84,63,0.0794,-10.52,5.61,3.87
4c1c7281388a33dd06daac44f9fadbd1,5,269.91,53.98,5,0.0000,-15.76,,4.80
4c2b230173bb36f9b240f2b8ac11786e,261,19469.02,74.59,258,0.1008,-7.33,8.96,3.97
4c498c7345e89aebad651544829beca0,48,5710.75,118.97,47,0.1277,-8.48,5.39,4.29
4c4d546adf3c3868fe19c9ec6e9ffda9,2,157.09,78.55,2,0.0000,-13.60,,4.00
4c60877808f4318ef1107fbeb8f89afa,2,150.63,75.32,2,0.0000,-8.61,,4.00
4c61e37f664c3c88aff092aa5ac779d7,7,908.17,129.74,7,0.2857,-3.21,3.27,4.00
4c8545742faaf58fafd5fd14d25d75cf,4,3216.31,804.08,4,0.0000,-13.53,,4.50
4c8b8048e33af2bf94f2eb547746a916,23,2728.43,118.63,19,0.1053,-4.42,23.16,2.96
4cc43a222a0f94910728b62b97a8c5f8,1,120.76,120.76,1,0.0000,-11.26,,3.00
4cc4fd4fdd406a85bbdc1f824b731bd7,1,571.22,571.22,1,0.0000,-13.19,,5.00
4ce6e5f6c52515177e18c1c9361d8677,1,252.27,252.27,0,,,,3.00
4ce8b55b4bfa4659184e7becc1fba3f2,2,360.33,180.17,2,0.0000,-11.39,,3.00
4cf490a58259286ada5ba8525ba9e84a,8,1409.39,176.17,7,0.0000,-17.13,,3.13
4d0041cdbe51b4617d95c70b19decc74,8,5465.49,683.19,8,0.0000,-9.71,,4.50
4d232b78ab7ef10393dc3807d827bc0d,5,1689.99,338.00,5,0.0000,-11.88,,4.40
4d600e08ecbe08258c79e536c5a42fee,8,4633.46,579.18,7,0.0000,-27.36,,4.00
4d6d651bd7684af3fffabd5f08d12e5a,369,51953.44,140.80,363,0.0468,-12.29,8.90,4.19
4d6fb82c629c7a5028bfd973c07b05e0,2,327.43,163.72,0,,,,2.00
4d8809767a5bafe22909c77951fb6b41,1,58.72,58.72,0,,,,5.00
4d9fea3499bdc22aa4da4e339365f215,2,222.74,111.37,2,0.0000,-19.15,,5.00
4da0e408c99d2fdc2126dc9fce518060,44,4044.47,91.92,44,0.0000,-20.03,,4.41
4dab98ca6cd6d3df586203cefd28a042,1,173.23,173.23,1,0.0000,-0.43,,5.00
4dbd95a08b31ede5c82d3f861cb1ce1a,6,1494.03,249.01,4,0.0000,-16.04,,3.50
4dc2e811a1760953cb7c6a590b498943,1,199.84,199.84,1,0.0000,-8.39,,5.00
4dc646b9b9e8e411ef48ba000ea3ac6f,4,353.26,88.32,4,0.2500,-6.08,1.99,2.75
4ddeb3e828550cddc8d45c8bc36ab2d1,1,164.45,164.45,1,0.0000,-10.62,,5.00
4de6e4ba574aa9dfdc824bc44dc47fdd,14,704.42,50.32,14,0.0714,-17.60,3.55,4.07
4deebb3199eeafb282ae33229144f94b,4,921.49,230.37,4,0.2500,-2.04,3.67,4.00
4e06067cc08b3f41d837768d392c3ee3,31,1656.61,53.44,31,0.0323,-12.37,28.74,4.13
4e0d109ccfba9a1151c103049880c857,2,347.73,173.87,2,0.0000,-14.86,,3.00
4e17c65a516f69d023a2ae78b84f28d6,61,8794.80,144.18,61,0.0656,-21.41,8.80,4.23
4e2627090e6e5b9fabba883a37897683,2,306.24,153.12,1,0.0000,-13.12,,1.00
4e326052e5dbba8adcd512f3450a307e,3,655.96,218.65,3,0.0000,-10.46,,2.33
4e42581f08e8cfc7c090f930bac4552a,3,453.80,151.27,1,1.0000,12.86,12.86,1.00
4e480be820e37de1444325ff358c9296,1,573.74,573.74,1,0.0000,-9.06,,5.00
4e5725ba188db8252977a4f0227bd462,22,2313.20,105.15,21,0.2857,-1.23,13.28,3.41
4e6015589b781adaa5ce7f1892d06bb1,3,740.50,246.83,3,0.0000,-12.12,,3.67
4e7c18b98d84e05cbae3ff0ff03846c2,82,12096.88,147.52,81,0.0494,-12.62,5.06,4.17
4e85b538b0dad58852641540686d0e14,4,646.35,161.59,4,0.5000,-5.19,6.25,3.75
4e8dacf3d38f281ae26c3e0321d92d88,10,2861.11,286.11,8,0.1250,-13.86,2.70,2.80
4e922959ae960d389249c378d1c939f5,420,53404.25,127.15,412,0.1068,-12.17,6.57,3.95
4e92348462c75b6c842b994ce84a0ed4,1,85.49,85.49,1,0.0000,-18.23,,5.00
4ea2f12dbe91deeacd2c1e74f069a6e6,4,280.27,70.07,4,0.0000,-11.38,,4.75
4eb61f060e7dcc1d5a80d806c35cc541,8,1523.91,190.49,8,0.0000,-12.50,,3.88
4ebdc7e6cd6102a022dadc49156d4ea8,29,1379.28,47.56,29,0.0345,-10.34,5.03,3.79
4eeb99008a0f59d2c7759c59f9a346eb,2,1320.95,660.48,2,0.0000,-11.82,,4.50
4ef4c39cf3c24f326434cf0b2e48046a,8,1132.02,141.50,7,0.1429,-5.05,2.73,3.38
4f0d637c1197fd65405ebd755ac9f86b,2,232.47,116.24,2,0.0000,-16.26,,5.00
4f1f1c8666cdb6442f775c4e8caed465,2,1070.39,535.20,2,0.0000,-13.77,,5.00
4f40d2ed38d1cc945364a7cd202a82c7,1,336.89,336.89,0,,,,1.00
4fae87d32467e18eb46e4a76a0a0b9ce,1,120.80,120.80,1,0.0000,-11.29,,5.00
4fb41dff7c50136976d1a5cf004a42e2,3,1296.77,432.26,3,0.3333,33.82,134.98,4.00
4fe2f67634d00c021aa01f96b6f2d68e,2,118.84,59.42,2,0.0000,-20.17,,5.00
5011f0d93373a4c5753adf58ca77af8d,12,1390.85,115.90,11,0.0909,-7.39,28.82,3.83
503c1de08ae81a2d86f17951b204db55,22,5321.90,241.90,22,0.0909,-11.22,12.83,4.41
5058e8c1e82653974541e83690655b4a,63,14609.68,231.90,62,0.1290,-15.68,13.48,3.24
5075aaa8404020ae6aa8bf4792099b41,13,2270.52,174.66,10,0.0000,-10.89,,3.58
50770d25768b0486d89be26afca3108f,6,247.86,41.31,6,0.1667,-6.08,12.66,4.00
508808d438fe2ff972ed13bb8f4a82e2,10,499.27,49.93,9,0.0000,-8.84,,4.30
50a7e551a7b3f8d37cd6e32d8bfbe5ea,1,167.96,167.96,1,0.0000,-3.49,,5.00
50bf89f1349bc0409a268c3a49678009,1,282.47,282.47,1,0.0000,-25.38,,5.00
50c361bcf670d16f6df4d52de3dff924,1,51.60,51.60,0,,,,1.00
50c9975695009e5e6473912e83a6d1da,50,6954.13,139.08,50,0.1400,-7.00,8.22,3.94
51209b446b2073894bdc0face6c73ffc,2,438.88,219.44,2,0.0000,-16.44,,4.00
512d298ac2a96d1931b6bd30aa21f61d,11,7836.17,712.38,11,0.0000,-14.51,,4.27
513a54369b6a8a6602fcb0e129c6d78d,2,62.66,31.33,2,0.0000,-4.67,,4.50
5145090ab595c0d0b8557199f5701fbf,4,1657.45,414.36,4,0.0000,-24.67,,4.25
5151aea44289d6c6b090ee31c2132508,7,1482.47,211.78,7,0.0000,-26.51,,1.83
515d781150feed28a6ac091bb0e3cb8c,6,1154.72,192.45,6,0.0000,-23.60,,4.17
5160d23075764e18e07c1f4a87fad743,34,3217.23,94.62,33,0.0303,-9.19,0.96,4.38
516e7738bd8f735ac19a010ee5450d8d,76,8348.78,109.85,74,0.0541,-18.36,3.10,4.57
51702dc2a3e106c76dbff722b5bf0726,13,3287.04,252.85,13,0.0000,-13.76,,4.31
5194c22ed1f616ec0c0f33c571542879,4,326.45,81.61,4,0.0000,-10.51,,4.25
519a7aa428f18d125a283cf8c014fdd6,3,152.80,50.93,3,0.0000,-15.14,,4.00
51a04a8a6bdcb23deccc82b0b80742cf,1,199.92,199.92,1,1.0000,7.82,7.82,1.00
51e0557bc7b86de13e946c60ee91ce39,1,63.40,63.40,1,0.0000,-8.51,,5.00
51e4e89242cbb846c2deff3dc015650e,16,1175.75,73.48,16,0.0000,-15.23,,4.63
51ed72984a04e5dd35c2b27e77179038,7,1493.23,213.32,7,0.1429,-9.00,9.59,3.57
51f108f62cb87d61918159902c8f8583,3,378.76,126.25,3,0.0000,-16.81,,4.33
5206cc4bc2297c833e6061c49bf9c43f,1,45.96,45.96,0,,,,1.00
52092ddbd3a58c450a4459bf051b2287,6,1461.65,243.61,6,0.0000,-11.10,,4.33
520b493b57809f446cb0a233bb3e25c7,63,4853.56,77.04,63,0.0317,-11.00,8.17,4.29
522620dcb18a6b31cd7bdf73665113a9,174,61905.53,355.78,172,0.1047,-13.12,7.81,3.89
5236605f4d4b0b3e4df85b850393fca0,5,347.48,69.50,5,0.2000,-5.19,2.84,4.80
52454f90d4c30c016768db02f88c1a74,3,147.67,49.22,3,0.0000,-7.58,,3.67
52562a9f449c3dc3d53f5f5b9ed74903,14,3710.64,265.05,14,0.0000,-17.75,,4.79
525e75a6fb1454a2325ab1734bcec221,10,777.07,77.71,9,0.0000,-12.27,,3.60
5275ca25d0358ca73864e0ae41be1320,4,478.82,119.71,4,0.5000,-2.54,0.71,4.75
527801b552d0077ffd170872eb49683b,90,20005.36,222.28,90,0.1000,-10.59,7.62,4.47
52831e5990d0771cb4951d6f12928167,1,78.12,78.12,1,0.0000,-9.20,,3.00
528bcf6680c36dddf07620bd35b33a6f,2,1013.84,506.92,2,0.5000,-3.74,4.00,4.50
528ce32f560edd11add4169f6a5b65be,2,174.35,87.18,2,0.0000,-10.92,,5.00
52956b80ae65fda598f06f6b9943e7a9,3,858.85,286.28,3,0.3333,-6.67,13.76,4.00
52a50b42accf164f9f019941e5759d9b,4,197.02,49.26,4,0.2500,-2.67,0.79,4.75
52a52b9f656520e99716f5bc40f661c8,7,931.22,133.03,7,0.0000,-11.53,,4.00
52ac6f920b7280e4c6d30dd94de6259b,6,6383.89,1063.98,6,0.0000,-10.52,,3.67
52b53f7061969fe471d119b6195da864,1,98.37,98.37,1,0.0000,-7.11,,5.00
52bb00821bcdd358a5a5a27e1f6be5a1,2,388.43,194.22,2,0.0000,-8.21,,4.50
52d76513f0c4d97f3b99570e2c94ee31,19,9361.56,492.71,19,0.0526,-15.77,4.00,4.06
52f0fe436a347ddad7ed5f9aa4e27eaa,21,2049.66,97.60,19,0.1579,-6.01,8.48,3.52
52f6f9f13ba19504c02781132a049e75,1,222.13,222.13,1,0.0000,-13.33,,2.00
52f976b17ea7f2f087f56dcc419328f6,6,8492.65,1415.44,6,0.0000,-15.92,,3.67
52f9db5cfb423382a2fa5c9e39303202,22,1628.54,74.02,21,0.0000,-14.20,,4.14
5305693ffae2d3463377b1f6fe67b15a,1,106.55,106.55,1,0.0000,-8.19,,5.00
53088c75f948b48a7ece173ac17f0c12,3,316.23,105.41,3,0.0000,-12.97,,5.00
530ec6109d11eaaf87999465c6afee01,97,15640.21,161.24,94,0.0106,-16.70,5.85,4.24
53243585a1d6dc2643021fd1853d8905,358,235856.68,658.82,348,0.0431,-10.74,8.58,4.13
53336f97ddbe53e2a617d07b17447b95,1,674.83,674.83,1,0.0000,-10.18,,5.00
533d46c1b06970e99f09523a61df4972,2,192.62,96.31,2,0.0000,-9.60,,4.50
5343d0649eca2a983820bfe93fc4d17e,71,13697.45,192.92,70,0.1000,-12.41,7.39,3.83
534a01cc6df1e034e05c32028a291fa2,5,295.45,59.09,5,0.0000,-7.18,,4.40
535bf14f36346c7f59d87cece104d70c,1,57.77,57.77,1,1.0000,0.70,0.70,4.00
537eb890efff034a88679788b647c564,160,7857.09,49.11,158,0.0570,-11.30,6.20,4.22
538caafddff204241cecbf3a02e6b3cf,9,246.49,27.39,8,0.5000,-0.28,5.77,2.56
539ed9e19811677513447759be5eccfc,2,124.69,62.35,2,0.0000,-15.29,,3.00
53b0300ca793f9834cd69c0678d35ee8,5,1799.46,359.89,5,0.0000,-13.75,,5.00
53d00c40e32aeb924a84ce72b1af869d,17,2649.55,155.86,17,0.2353,-6.74,8.10,4.35
53e4c6e0f4312d4d2107a8c9cddf45cd,473,41661.77,88.08,463,0.0540,-12.63,12.63,4.08
54065e9aef7e9e9c2dc23b7594db021a,14,8283.43,591.67,12,0.0000,-22.11,,3.86
5415337f1863452476d42d9f14a16a61,1,221.79,221.79,1,0.0000,-22.20,,3.00
54219883e72aad869adfb2a54b7bfa0f,5,7579.55,1515.91,5,0.0000,-7.84,,3.20
542917da124346b47ea1ac79a93ce454,20,1691.88,84.59,20,0.0500,-13.29,3.93,4.15
5444b12c82f21c923f2639ebc722c1ea,1,179.46,179.46,0,,,,4.00
544863df86ed3b78a04e0820d41430ee,1,39.17,39.17,1,0.0000,-17.07,,5.00
54583ab379489add547fe47b628db589,10,2391.08,239.11,10,0.0000,-5.45,,4.80
54965bbe3e4f07ae045b90b0b8541f52,78,13531.05,173.48,73,0.3014,-2.87,28.60,3.00
54a1852d1b8f10312c55e906355666ee,200,20635.47,103.18,198,0.0960,-10.27,11.38,4.33
54aa8463e87776b5612f4bdc4bd5d4de,7,772.83,110.40,7,0.0000,-23.26,,3.86
54c04bdb5ec46762f8f08c7e8f86ed4a,18,3867.55,214.86,18,0.1111,-9.66,25.14,4.33
55029529919c0123526150bd26ca8f20,7,588.83,84.12,7,0.0000,-13.69,,4.71
553a440137d6e0cf776aee0bb83ac9f5,2,175.14,87.57,2,0.5000,-5.88,4.74,1.00
5563732abe64c3036cb97ad924128dd1,2,441.60,220.80,2,0.0000,-9.65,,4.50
5566627eab3fe93fd6ee08798226101a,5,187.81,37.56,5,0.0000,-16.56,,4.40
556a6409838156ea299c9d1f9e2dde43,4,1449.64,362.41,4,0.0000,-12.88,,3.25
557f22c76691849db52d2abccf0015d0,13,1192.56,91.74,12,0.0000,-14.90,,3.08
5587130f9850696ed7fafbc91c2cee44,2,103.49,51.75,2,0.0000,-9.89,,5.00
559d56f3b8f0bc2e5a9a62fe2ce2a39f,2,433.72,216.86,2,0.5000,-1.53,6.03,2.50
55a5b51f93f2b70ea513f5a047b0262a,39,4891.77,125.43,39,0.0769,-11.69,3.04,4.46
55bb6fe5bebe5012e2d7d9928e1128ff,15,2393.02,159.53,15,0.1333,-10.09,12.32,3.47
55c26bcb609f480eb7868594245febb5,6,878.11,146.35,6,0.0000,-9.40,,4.00
55c96925041a14097b6a7825554f4ad5,6,787.75,131.29,5,0.4000,-7.44,1.01,4.00
55d3daac7c404d59e51c2aa2f4dc5a23,21,5790.48,275.74,21,0.0000,-10.67,,4.10
55dedd83e501d8248880557d9073cbfd,8,1301.92,162.74,8,0.0000,-8.47,,4.88
55f7a3319d80f7fdf078b8f03e6725fe,22,3420.45,155.48,22,0.0909,-5.74,2.72,3.77
562f8cfc51f265411f487d07e9c40e7f,13,966.25,74.33,13,0.1538,-7.19,3.51,4.54
562fc2f2c2863ab7e79a9e4388a58a14,260,14928.67,57.42,255,0.0353,-12.42,9.96,4.22
5656537e588803a555b8eb41f07a944b,174,11498.63,66.08,171,0.0760,-11.03,8.04,3.87
5659d77e8d90378e39b960ad5956f64e,2,213.13,106.57,2,0.5000,-4.29,3.95,2.50
56642bcb79900e777d68e91915cb4267,48,4471.79,93.16,48,0.0833,-12.98,13.85,4.06
5670f4db5b62c43d542e1b2d56b0cf7c,22,7252.20,329.65,22,0.0455,-13.52,2.88,4.41
56a8b450e802502ba53a9885ee38e29f,1,77.65,77.65,0,,,,1.00
56db5c0782e8f7ddc9343f9576ff6d16,2,791.95,395.98,2,0.0000,-20.69,,3.00
56e361f411e38dcef17cdc2a3d99628b,5,3155.76,631.15,5,0.2000,-7.07,3.94,4.00
56f413900b5166ab4d730e9ac0b12cb0,3,194.24,64.75,3,0.0000,-7.62,,4.67
570d4583587a5fe2d47c7be89b91ad27,2,148.92,74.46,2,0.0000,-9.86,,5.00
5721089ba9214e80074f27d5a03fc0eb,5,312.57,62.51,5,0.0000,-10.85,,5.00
5733d806668f8712c24b9abaefbfa642,2,329.68,164.84,2,0.0000,-16.19,,5.00
5741dc2bf5044c34d0698681c5081bed,3,123.75,41.25,3,0.0000,-7.71,,5.00
575df70bde3f9f2b30bf8d2e9910d725,27,6480.25,240.01,27,0.0741,-15.46,3.27,4.07
577719699805dd125d5b6fdde5943bba,8,1287.36,160.92,8,0.1250,-15.56,8.82,4.38
578460d8319c51dab351cd9db95eadfe,1,270.45,270.45,0,,,,3.00
578fa3a9cb6b6dceab39231ad59cdaca,3,187.20,62.40,3,0.3333,1.76,15.73,3.67
5795aebfe331fbcd02a2c4b679fb7952,6,1783.73,297.29,6,0.0000,-15.10,,3.83
579891617139df7d8671d373f0669622,8,408.50,51.06,8,0.2500,-10.11,5.71,4.50
57a834594e1e9e9219603bfec184eadc,1,166.05,166.05,1,0.0000,-36.29,,5.00
57c764b4a836300be881e2ff86e449f9,29,1795.61,61.92,28,0.1429,-8.73,5.32,4.14
57d2ba47f7a3209aa347532ae75c1165,2,458.24,229.12,2,0.0000,-13.11,,4.00
57df9869a600bd6b7c405f2a862eccfb,5,197.21,39.44,5,0.0000,-18.72,,4.40
57e632711dec9ec14ca7546769483e7e,62,7933.59,127.96,62,0.0000,-16.01,,4.42
57fe6232e67823593374a2281d7a8af8,8,284.04,35.51,8,0.0000,-9.88,,4.75
582d4f8675b945722eda7c0cb61ba4c7,59,6830.78,115.78,59,0.0169,-12.91,3.60,4.15
585175ec331ea177fa47199e39a6170a,1,3602.47,3602.47,1,0.0000,-14.31,,5.00
586a871d4f1221763fddb6ceefdeb95e,1,239.48,239.48,1,1.0000,22.59,22.59,1.00
5882820ef11c4c068eea0677a7a879b4,14,10664.81,761.77,14,0.0714,-16.71,0.45,4.15
5882f40daf39bc2a465e0cb453ddc222,1,698.90,698.90,0,,,,2.00
58b98ccb79873e04eac4357cacc590d9,1,31.91,31.91,0,,,,1.00
